ProcessID,Run,TimeSent,TimeRcvd,Duration
23264,1,1484128036.44,1484128036.44,0.00399899482727
23264,2,1484128036.45,1484128036.45,0.00327801704407
23264,3,1484128036.46,1484128036.46,0.0029718875885
23264,4,1484128036.47,1484128036.47,0.00329399108887
23264,5,1484128036.49,1484128036.49,0.0035080909729
23264,6,1484128036.5,1484128036.5,0.0031750202179
23264,7,1484128036.51,1484128036.51,0.00347208976746
23264,8,1484128036.52,1484128036.52,0.00429201126099
23264,9,1484128036.53,1484128036.53,0.00407886505127
23264,10,1484128036.54,1484128036.54,0.00370121002197
23264,11,1484128036.55,1484128036.55,0.00356388092041
23264,12,1484128036.56,1484128036.56,0.0040271282196
23264,13,1484128036.57,1484128036.57,0.00391483306885
23264,14,1484128036.58,1484128036.58,0.00394201278687
23264,15,1484128036.59,1484128036.59,0.0038058757782
23264,16,1484128036.6,1484128036.6,0.00394511222839
23264,17,1484128036.61,1484128036.61,0.00378799438477
23264,18,1484128036.62,1484128036.62,0.00400185585022
23264,19,1484128036.63,1484128036.63,0.00361800193787
23264,20,1484128036.64,1484128036.64,0.00418400764465
23264,21,1484128036.65,1484128036.65,0.00418305397034
23264,22,1484128036.66,1484128036.66,0.00366187095642
23264,23,1484128036.67,1484128036.67,0.00303387641907
23264,24,1484128036.68,1484128036.68,0.00410890579224
23264,25,1484128036.69,1484128036.69,0.00356411933899
23264,26,1484128036.7,1484128036.7,0.00364708900452
23264,27,1484128036.71,1484128036.71,0.00272107124329
23264,28,1484128036.72,1484128036.72,0.00405311584473
23264,29,1484128036.73,1484128036.73,0.00397491455078
23264,30,1484128036.74,1484128036.74,0.00380301475525
23264,31,1484128036.75,1484128036.75,0.00281405448914
23264,32,1484128036.76,1484128036.76,0.0030620098114
23264,33,1484128036.77,1484128036.77,0.00292301177979
23264,34,1484128036.78,1484128036.78,0.00247502326965
23264,35,1484128036.79,1484128036.8,0.0120840072632
23264,36,1484128036.8,1484128036.8,0.00532102584839
23264,37,1484128036.81,1484128036.81,0.00404500961304
23264,38,1484128036.82,1484128036.82,0.00223088264465
23264,39,1484128036.83,1484128036.84,0.0135769844055
